# Title: August 2025 Contiguous U.S. County Precipitation
# Units: Inches
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-001,Autauga County,Alabama,4.03,75,-0.09,4.12
AL-003,Baldwin County,Alabama,8,101,1.82,6.18
AL-005,Barbour County,Alabama,5.26,88,0.71,4.55
AL-007,Bibb County,Alabama,3.21,49,-0.92,4.13
AL-009,Blount County,Alabama,2.68,33,-1.51,4.19
AL-011,Bullock County,Alabama,4.65,79,0.5,4.15
AL-013,Butler County,Alabama,2.84,29,-1.72,4.56
AL-015,Calhoun County,Alabama,6.13,110,2.02,4.11
AL-017,Chambers County,Alabama,3.67,56,-0.49,4.16
AL-019,Cherokee County,Alabama,3.7,65,-0.3,4
AL-021,Chilton County,Alabama,4.64,87,0.42,4.22
AL-023,Choctaw County,Alabama,2.79,28,-1.47,4.26
AL-025,Clarke County,Alabama,4.51,60,-0.45,4.96
AL-027,Clay County,Alabama,5.47,103,1.36,4.11
AL-029,Cleburne County,Alabama,5.8,105,1.8,4
AL-031,Coffee County,Alabama,5.65,81,0.58,5.07
AL-033,Colbert County,Alabama,3.3,55,-0.39,3.69
AL-035,Conecuh County,Alabama,3.26,27,-1.8,5.06
AL-037,Coosa County,Alabama,3.97,70,-0.18,4.15
AL-039,Covington County,Alabama,4.65,48,-0.7,5.35
AL-041,Crenshaw County,Alabama,4.19,58,-0.33,4.52
AL-043,Cullman County,Alabama,2.22,18,-1.74,3.96
AL-045,Dale County,Alabama,5.56,79,0.44,5.12
AL-047,Dallas County,Alabama,1.8,11,-2.14,3.94
AL-049,DeKalb County,Alabama,2.7,24,-1.41,4.11
AL-051,Elmore County,Alabama,3.9,69,-0.24,4.14
AL-053,Escambia County,Alabama,5.5,68,-0.14,5.64
AL-055,Etowah County,Alabama,3.4,58,-0.73,4.13
AL-057,Fayette County,Alabama,2.63,39,-1.21,3.84
AL-059,Franklin County,Alabama,3.7,62,-0.05,3.75
AL-061,Geneva County,Alabama,5.94,82,0.37,5.57
AL-063,Greene County,Alabama,1.32,6,-2.36,3.68
AL-065,Hale County,Alabama,1.52,12,-2.38,3.9
AL-067,Henry County,Alabama,5.49,83,0.59,4.9
AL-069,Houston County,Alabama,5.37,79,0.1,5.27
AL-071,Jackson County,Alabama,3.78,68,-0.08,3.86
AL-073,Jefferson County,Alabama,2.82,30,-1.39,4.21
AL-075,Lamar County,Alabama,2.26,25,-1.51,3.77
AL-077,Lauderdale County,Alabama,2.58,34,-1.13,3.71
AL-079,Lawrence County,Alabama,1.96,17,-1.65,3.61
AL-081,Lee County,Alabama,3.72,58,-0.26,3.98
AL-083,Limestone County,Alabama,1.48,13,-2.11,3.59
AL-085,Lowndes County,Alabama,2.83,36,-1.21,4.04
AL-087,Macon County,Alabama,4.05,72,0.1,3.95
AL-089,Madison County,Alabama,2.01,18,-1.71,3.72
AL-091,Marengo County,Alabama,1.53,5,-2.52,4.05
AL-093,Marion County,Alabama,3.01,45,-0.79,3.8
AL-095,Marshall County,Alabama,3,50,-0.94,3.94
AL-097,Mobile County,Alabama,6.22,72,0.36,5.86
AL-099,Monroe County,Alabama,3.85,44,-1.08,4.93
AL-101,Montgomery County,Alabama,3.85,70,-0.25,4.1
AL-103,Morgan County,Alabama,1.45,8,-2.21,3.66
AL-105,Perry County,Alabama,1.86,13,-2.12,3.98
AL-107,Pickens County,Alabama,1.26,7,-2.46,3.72
AL-109,Pike County,Alabama,5.08,81,0.58,4.5
AL-111,Randolph County,Alabama,5.12,94,0.96,4.16
AL-113,Russell County,Alabama,4.15,72,0.1,4.05
AL-115,St. Clair County,Alabama,3.78,64,-0.34,4.12
AL-117,Shelby County,Alabama,3.98,65,-0.33,4.31
AL-119,Sumter County,Alabama,1.39,5,-2.42,3.81
AL-121,Talladega County,Alabama,4.89,97,0.83,4.06
AL-123,Tallapoosa County,Alabama,3.72,64,-0.45,4.17
AL-125,Tuscaloosa County,Alabama,1.84,12,-2.14,3.98
AL-127,Walker County,Alabama,2.37,27,-1.69,4.06
AL-129,Washington County,Alabama,5.29,72,0.3,4.99
AL-131,Wilcox County,Alabama,2.04,10,-2.24,4.28
AL-133,Winston County,Alabama,1.83,11,-2.06,3.89
AZ-001,Apache County,Arizona,0.93,8,-1.24,2.17
AZ-003,Cochise County,Arizona,1.28,8,-1.92,3.2
AZ-005,Coconino County,Arizona,1.04,17,-0.99,2.03
AZ-007,Gila County,Arizona,1.58,17,-1.54,3.12
AZ-009,Graham County,Arizona,0.88,4,-1.8,2.68
AZ-011,Greenlee County,Arizona,1.72,17,-1.25,2.97
AZ-012,La Paz County,Arizona,0.78,65,-0.29,1.07
AZ-013,Maricopa County,Arizona,1.28,73,-0.19,1.47
AZ-015,Mohave County,Arizona,0.72,24,-0.81,1.53
AZ-017,Navajo County,Arizona,1.17,23,-0.85,2.02
AZ-019,Pima County,Arizona,1.53,21,-1.02,2.55
AZ-021,Pinal County,Arizona,1.08,20,-0.98,2.06
AZ-023,Santa Cruz County,Arizona,1.65,5,-2.45,4.1
AZ-025,Yavapai County,Arizona,1.76,34,-0.83,2.59
AZ-027,Yuma County,Arizona,2.13,123,1.29,0.84
AR-001,Arkansas County,Arkansas,1.75,29,-1.44,3.19
AR-003,Ashley County,Arkansas,3.33,79,0.08,3.25
AR-005,Baxter County,Arkansas,1.16,12,-2.12,3.28
AR-007,Benton County,Arkansas,3.93,79,0.23,3.7
AR-009,Boone County,Arkansas,2.62,49,-0.81,3.43
AR-011,Bradley County,Arkansas,2.87,65,-0.27,3.14
AR-013,Calhoun County,Arkansas,2.44,55,-0.7,3.14
AR-015,Carroll County,Arkansas,2.99,59,-0.63,3.62
AR-017,Chicot County,Arkansas,3.11,76,-0.13,3.24
AR-019,Clark County,Arkansas,3.89,91,0.68,3.21
AR-021,Clay County,Arkansas,0.67,3,-2.97,3.64
AR-023,Cleburne County,Arkansas,2.33,38,-1.33,3.66
AR-025,Cleveland County,Arkansas,2.16,42,-0.96,3.12
AR-027,Columbia County,Arkansas,3,76,-0.16,3.16
AR-029,Conway County,Arkansas,5.97,113,2.6,3.37
AR-031,Craighead County,Arkansas,1.4,19,-1.97,3.37
AR-033,Crawford County,Arkansas,4.2,89,0.75,3.45
AR-035,Crittenden County,Arkansas,1.14,13,-2.22,3.36
AR-037,Cross County,Arkansas,2.75,54,-0.84,3.59
AR-039,Dallas County,Arkansas,3.57,86,0.43,3.14
AR-041,Desha County,Arkansas,1.68,33,-1.4,3.08
AR-043,Drew County,Arkansas,2.15,44,-1.09,3.24
AR-045,Faulkner County,Arkansas,5.48,109,2.14,3.35
AR-047,Franklin County,Arkansas,4.57,96,1.26,3.31
AR-049,Fulton County,Arkansas,0.85,5,-2.61,3.46
AR-051,Garland County,Arkansas,4.48,100,1.08,3.4
AR-053,Grant County,Arkansas,3.72,92,0.57,3.15
AR-055,Greene County,Arkansas,1.22,17,-2.17,3.39
AR-057,Hempstead County,Arkansas,3.38,78,0.11,3.27
AR-059,Hot Spring County,Arkansas,4.68,106,1.42,3.26
AR-061,Howard County,Arkansas,3.99,92,0.62,3.37
AR-063,Independence County,Arkansas,0.78,6,-2.79,3.57
AR-065,Izard County,Arkansas,0.7,4,-2.78,3.48
AR-067,Jackson County,Arkansas,2.1,31,-1.5,3.6
AR-069,Jefferson County,Arkansas,2.37,51,-0.75,3.12
AR-071,Johnson County,Arkansas,5.46,108,1.94,3.52
AR-073,Lafayette County,Arkansas,3.56,91,0.48,3.08
AR-075,Lawrence County,Arkansas,1.53,21,-2.01,3.54
AR-077,Lee County,Arkansas,1.42,14,-1.87,3.29
AR-079,Lincoln County,Arkansas,1.7,30,-1.57,3.27
AR-081,Little River County,Arkansas,3.12,80,0.14,2.98
AR-083,Logan County,Arkansas,5.18,110,1.9,3.28
AR-085,Lonoke County,Arkansas,3.98,94,0.69,3.29
AR-087,Madison County,Arkansas,4.92,94,1.18,3.74
AR-089,Marion County,Arkansas,1.53,20,-1.76,3.29
AR-091,Miller County,Arkansas,2.9,74,-0.18,3.08
AR-093,Mississippi County,Arkansas,0.6,6,-2.66,3.26
AR-095,Monroe County,Arkansas,1.66,21,-1.64,3.3
AR-097,Montgomery County,Arkansas,4.99,107,1.52,3.47
AR-099,Nevada County,Arkansas,3.24,75,-0.02,3.26
AR-101,Newton County,Arkansas,3.89,79,0.2,3.69
AR-103,Ouachita County,Arkansas,2.33,50,-0.87,3.2
AR-105,Perry County,Arkansas,4.64,103,1.31,3.33
AR-107,Phillips County,Arkansas,1.46,21,-1.73,3.19
AR-109,Pike County,Arkansas,4.11,96,0.74,3.37
AR-111,Poinsett County,Arkansas,1.88,26,-1.57,3.45
AR-113,Polk County,Arkansas,5.39,106,1.65,3.75
AR-115,Pope County,Arkansas,5.55,109,1.9,3.65
AR-117,Prairie County,Arkansas,2.36,54,-0.95,3.31
AR-119,Pulaski County,Arkansas,5.39,110,2.1,3.29
AR-121,Randolph County,Arkansas,1.55,16,-2.06,3.61
AR-123,St. Francis County,Arkansas,2.07,34,-1.4,3.47
AR-125,Saline County,Arkansas,4.78,104,1.36,3.42
AR-127,Scott County,Arkansas,5.55,116,2.15,3.4
AR-129,Searcy County,Arkansas,3.28,59,-0.36,3.64
AR-131,Sebastian County,Arkansas,4.48,104,1.22,3.26
AR-133,Sevier County,Arkansas,3.7,89,0.48,3.22
AR-135,Sharp County,Arkansas,1.1,8,-2.46,3.56
AR-137,Stone County,Arkansas,1.84,23,-1.73,3.57
AR-139,Union County,Arkansas,2.64,62,-0.49,3.13
AR-141,Van Buren County,Arkansas,4.59,97,0.96,3.63
AR-143,Washington County,Arkansas,5.31,97,1.53,3.78
AR-145,White County,Arkansas,2.65,56,-0.93,3.58
AR-147,Woodruff County,Arkansas,2.59,51,-0.9,3.49
AR-149,Yell County,Arkansas,4.61,103,1.23,3.38
CA-001,Alameda County,California,0,1,-0.03,0.03
CA-003,Alpine County,California,1.51,125,1.07,0.44
CA-005,Amador County,California,0.14,110,0.07,0.07
CA-007,Butte County,California,0.14,104,0.04,0.1
CA-009,Calaveras County,California,0.07,106,0.02,0.05
CA-011,Colusa County,California,0,1,-0.04,0.04
CA-013,Contra Costa County,California,0,1,-0.03,0.03
CA-015,Del Norte County,California,0.17,68,-0.35,0.52
CA-017,El Dorado County,California,0.3,113,0.16,0.14
CA-019,Fresno County,California,0.34,118,0.21,0.13
CA-021,Glenn County,California,0.04,94,-0.03,0.07
CA-023,Humboldt County,California,0.09,64,-0.2,0.29
CA-025,Imperial County,California,0.77,113,0.38,0.39
CA-027,Inyo County,California,0.22,73,-0.11,0.33
CA-029,Kern County,California,0.04,78,-0.04,0.08
CA-031,Kings County,California,0,1,-0.01,0.01
CA-033,Lake County,California,0,1,-0.11,0.11
CA-035,Lassen County,California,0.51,103,0.21,0.3
CA-037,Los Angeles County,California,0.01,41,-0.06,0.07
CA-039,Madera County,California,0.37,123,0.26,0.11
CA-041,Marin County,California,0.01,47,-0.1,0.11
CA-043,Mariposa County,California,0.26,116,0.17,0.09
CA-045,Mendocino County,California,0.05,83,-0.08,0.13
CA-047,Merced County,California,0,1,-0.01,0.01
CA-049,Modoc County,California,0.63,111,0.29,0.34
CA-051,Mono County,California,1.34,118,0.84,0.5
CA-053,Monterey County,California,0,1,-0.02,0.02
CA-055,Napa County,California,0,1,-0.07,0.07
CA-057,Nevada County,California,0.33,107,0.14,0.19
CA-059,Orange County,California,0,1,-0.05,0.05
CA-061,Placer County,California,0.33,113,0.18,0.15
CA-063,Plumas County,California,0.49,106,0.22,0.27
CA-065,Riverside County,California,0.35,75,-0.12,0.47
CA-067,Sacramento County,California,0,1,-0.02,0.02
CA-069,San Benito County,California,0,1,-0.02,0.02
CA-071,San Bernardino County,California,0.36,69,-0.17,0.53
CA-073,San Diego County,California,0.34,84,0.02,0.32
CA-075,San Francisco County,California,0.02,86,-0.05,0.07
CA-077,San Joaquin County,California,0,1,-0.02,0.02
CA-079,San Luis Obispo County,California,0,1,-0.02,0.02
CA-081,San Mateo County,California,0.01,48,-0.05,0.06
CA-083,Santa Barbara County,California,0,1,-0.03,0.03
CA-085,Santa Clara County,California,0,1,-0.05,0.05
CA-087,Santa Cruz County,California,0,1,-0.05,0.05
CA-089,Shasta County,California,0.44,107,0.19,0.25
CA-091,Sierra County,California,0.7,114,0.42,0.28
CA-093,Siskiyou County,California,0.64,105,0.27,0.37
CA-095,Solano County,California,0,1,-0.03,0.03
CA-097,Sonoma County,California,0,1,-0.07,0.07
CA-099,Stanislaus County,California,0,1,-0.01,0.01
CA-101,Sutter County,California,0,1,-0.03,0.03
CA-103,Tehama County,California,0.21,102,0.05,0.16
CA-105,Trinity County,California,0.33,92,0.03,0.3
CA-107,Tulare County,California,0.26,102,0.09,0.17
CA-109,Tuolumne County,California,0.69,121,0.5,0.19
CA-111,Ventura County,California,0.03,87,-0.02,0.05
CA-113,Yolo County,California,0,1,-0.02,0.02
CA-115,Yuba County,California,0.08,102,0.01,0.07
CO-001,Adams County,Colorado,2.73,113,1,1.73
CO-003,Alamosa County,Colorado,0.95,26,-0.82,1.77
CO-005,Arapahoe County,Colorado,3.04,116,1.16,1.88
CO-007,Archuleta County,Colorado,0.92,7,-1.77,2.69
CO-009,Baca County,Colorado,3.48,115,1.28,2.2
CO-011,Bent County,Colorado,2.44,91,0.51,1.93
CO-013,Boulder County,Colorado,1.42,48,-0.46,1.88
CO-014,Broomfield County,Colorado,0.91,39,-0.61,1.52
CO-015,Chaffee County,Colorado,2.47,90,0.32,2.15
CO-017,Cheyenne County,Colorado,4.49,121,2.15,2.34
CO-019,Clear Creek County,Colorado,1.89,44,-0.53,2.42
CO-021,Conejos County,Colorado,1.26,27,-1.06,2.32
CO-023,Costilla County,Colorado,1.65,35,-0.79,2.44
CO-025,Crowley County,Colorado,2.08,84,0.1,1.98
CO-027,Custer County,Colorado,2.01,50,-0.64,2.65
CO-029,Delta County,Colorado,1.06,37,-0.53,1.59
CO-031,Denver County,Colorado,1.28,56,-0.37,1.65
CO-033,Dolores County,Colorado,1.58,39,-0.76,2.34
CO-035,Douglas County,Colorado,2.19,68,0.01,2.18
CO-037,Eagle County,Colorado,1.75,67,-0.06,1.81
CO-039,Elbert County,Colorado,3.67,121,1.44,2.23
CO-041,El Paso County,Colorado,3.36,100,0.76,2.6
CO-043,Fremont County,Colorado,2.4,85,0.13,2.27
CO-045,Garfield County,Colorado,1.29,44,-0.42,1.71
CO-047,Gilpin County,Colorado,1.74,47,-0.54,2.28
CO-049,Grand County,Colorado,1.47,54,-0.23,1.7
CO-051,Gunnison County,Colorado,1.92,64,-0.2,2.12
CO-053,Hinsdale County,Colorado,1.27,14,-1.7,2.97
CO-055,Huerfano County,Colorado,2.51,76,-0.06,2.57
CO-057,Jackson County,Colorado,1.15,37,-0.35,1.5
CO-059,Jefferson County,Colorado,1.9,62,-0.2,2.1
CO-061,Kiowa County,Colorado,3.17,110,1.03,2.14
